dosage_form	route	trade_name	approval_date	ad_type	oral	topical	parenteral	black_box_warning	applicant_full_name	innovator_company	product_id	nda_type
CAPSULE	ORAL	LODINE	1/31/91	DISCN	1	0	0	\N	WYETH PHARMACEUTICALS INC	\N	PRODUCT_018922_002	N
CAPSULE	ORAL	SORIATANE	8/6/09	RX	1	0	0	1	STIEFEL LABORATORIES INC	\N	PRODUCT_019821_003	N
CAPSULE	ORAL	SORIATANE	8/6/09	RX	1	0	0	1	STIEFEL LABORATORIES INC	\N	PRODUCT_019821_004	N
CAPSULE	ORAL	INVIRASE	12/6/95	RX	1	0	0	0	HOFFMANN LA ROCHE INC	\N	PRODUCT_020628_001	N
CAPSULE	ORAL	HECTOROL	7/13/09	RX	1	0	0	0	GENZYME CORP	\N	PRODUCT_020862_003	N
CAPSULE	ORAL	SODIUM IODIDE I-131	5/19/05	RX	1	0	0	\N	JUBILANT DRAXIMAGE INC	\N	PRODUCT_021305_006	N
CAPSULE	ORAL	STRATTERA	11/26/02	RX	1	0	0	1	ELI LILLY AND CO	\N	PRODUCT_021411_006	N
CAPSULE	ORAL	STRATTERA	2/14/05	RX	1	0	0	1	ELI LILLY AND CO	\N	PRODUCT_021411_008	N
CAPSULE	ORAL	ANTARA (MICRONIZED)	10/18/13	RX	1	0	0	\N	LUPIN ATLANTIS HOLDINGS SA	\N	PRODUCT_021695_004	N
CAPSULE	ORAL	ANTARA (MICRONIZED)	10/18/13	RX	1	0	0	\N	LUPIN ATLANTIS HOLDINGS SA	\N	PRODUCT_021695_005	N
CAPSULE	ORAL	ENTEREG	5/20/08	RX	1	0	0	1	CUBIST PHARMACEUTICALS INC	\N	PRODUCT_021775_001	N
CAPSULE	ORAL	NUEDEXTA	10/29/10	RX	1	0	0	0	AVANIR PHARMACEUTICALS INC	\N	PRODUCT_021879_001	N
CAPSULE	ORAL	REVLIMID	12/21/11	RX	1	0	0	1	CELGENE CORP	\N	PRODUCT_021880_005	N
CAPSULE	ORAL	REVLIMID	6/5/13	RX	1	0	0	\N	CELGENE CORP	\N	PRODUCT_021880_006	N
CAPSULE	ORAL	AMITIZA	4/29/08	RX	1	0	0	0	SUCAMPO PHARMACEUTICALS INC	\N	PRODUCT_021908_002	N
CAPSULE	ORAL	NAPROXEN SODIUM	2/17/06	OTC	1	0	0	0	BANNER PHARMACAPS INC	\N	PRODUCT_021920_001	N
CAPSULE	ORAL	TIROSINT	10/2/09	RX	1	0	0	1	INSTITUT BIOCHIMIQUE SA IBSA	\N	PRODUCT_021924_008	N
CAPSULE	ORAL	TIROSINT	10/2/09	RX	1	0	0	1	INSTITUT BIOCHIMIQUE SA IBSA	\N	PRODUCT_021924_009	N
CAPSULE	ORAL	TIROSINT	10/2/09	RX	1	0	0	1	INSTITUT BIOCHIMIQUE SA IBSA	\N	PRODUCT_021924_010	N
CAPSULE	ORAL	SUTENT	3/31/09	RX	1	0	0	1	CP PHARMACEUTICALS INTERNATIONAL CV	\N	PRODUCT_021938_004	N
CAPSULE	ORAL	ABSORICA	5/25/12	RX	1	0	0	1	RANBAXY INC	\N	PRODUCT_021951_001	N
CAPSULE	ORAL	ABSORICA	5/25/12	RX	1	0	0	1	RANBAXY INC	\N	PRODUCT_021951_002	N
CAPSULE	ORAL	ABSORICA	5/25/12	RX	1	0	0	1	RANBAXY INC	\N	PRODUCT_021951_003	N
CAPSULE	ORAL	ABSORICA	5/25/12	RX	1	0	0	1	RANBAXY INC	\N	PRODUCT_021951_004	N
CAPSULE	ORAL	CLARITIN	6/16/08	OTC	1	0	0	\N	SCHERING PLOUGH HEALTHCARE PRODUCTS INC	\N	PRODUCT_021952_001	N
CAPSULE	ORAL	TASIGNA	6/17/10	RX	1	0	0	1	NOVARTIS PHARMACEUTICALS CORP	\N	PRODUCT_022068_002	N
CAPSULE	ORAL	ZIPSOR	6/16/09	RX	1	0	0	1	DEPOMED INC	\N	PRODUCT_022202_001	N
CAPSULE	ORAL	RAPAFLO	10/8/08	RX	1	0	0	0	WATSON LABORATORIES INC	\N	PRODUCT_022206_001	N
CAPSULE	ORAL	RAPAFLO	10/8/08	RX	1	0	0	0	WATSON LABORATORIES INC	\N	PRODUCT_022206_002	N
CAPSULE	ORAL	ALOXI	8/22/08	DISCN	1	0	0	\N	HELSINN HEALTHCARE SA	\N	PRODUCT_022233_001	N
CAPSULE	ORAL	ZEGERID OTC	12/1/09	OTC	1	0	0	0	MSD CONSUMER CARE INC	\N	PRODUCT_022281_001	N
CAPSULE	ORAL	CETIRIZINE HYDROCHLORIDE ALLERGY	7/23/09	OTC	1	0	0	\N	BANNER PHARMACAPS INC	\N	PRODUCT_022429_001	N
CAPSULE	ORAL	CETIRIZINE HYDROCHLORIDE HIVES RELIEF	7/23/09	OTC	1	0	0	\N	BANNER PHARMACAPS INC	\N	PRODUCT_022429_002	N
CAPSULE	ORAL	CETIRIZINE HYDROCHLORIDE HIVES RELIEF	7/23/09	OTC	1	0	0	\N	BANNER PHARMACAPS INC	\N	PRODUCT_022429_003	N
CAPSULE	ORAL	CETIRIZINE HYDROCHLORIDE ALLERGY	7/23/09	OTC	1	0	0	\N	BANNER PHARMACAPS INC	\N	PRODUCT_022429_004	N
CAPSULE	ORAL	JALYN	6/14/10	RX	1	0	0	0	GLAXOSMITHKLINE	\N	PRODUCT_022460_001	N
CAPSULE	ORAL	PRADAXA	10/19/10	RX	1	0	0	1	BOEHRINGER INGELHEIM PHARMACEUTICALS INC	\N	PRODUCT_022512_001	N
CAPSULE	ORAL	PRADAXA	10/19/10	RX	1	0	0	1	BOEHRINGER INGELHEIM PHARMACEUTICALS INC	\N	PRODUCT_022512_002	N
CAPSULE	ORAL	GILENYA	9/21/10	RX	1	0	0	0	NOVARTIS PHARMACEUTICALS CORP	\N	PRODUCT_022527_001	N
CAPSULE	ORAL	BENZONATATE	3/19/08	RX	1	0	0	0	CARACO PHARMACEUTICAL LABORATORIES LTD	\N	PRODUCT_040587_001	A
CAPSULE	ORAL	BENZONATATE	3/19/08	RX	1	0	0	0	CARACO PHARMACEUTICAL LABORATORIES LTD	\N	PRODUCT_040587_002	A
CAPSULE	ORAL	ETHOSUXIMIDE	5/28/08	RX	1	0	0	0	VERSAPHARM INC	\N	PRODUCT_040686_001	A
CAPSULE	ORAL	EXTENDED PHENYTOIN SODIUM	6/30/08	RX	1	0	0	\N	SUN PHARMACEUTICAL INDUSTRIES LTD	\N	PRODUCT_040731_001	A
CAPSULE	ORAL	EXTENDED PHENYTOIN SODIUM	6/30/08	RX	1	0	0	\N	SUN PHARMACEUTICAL INDUSTRIES LTD	\N	PRODUCT_040731_002	A
CAPSULE	ORAL	EXTENDED PHENYTOIN SODIUM	11/12/08	RX	1	0	0	0	AMNEAL PHARMACEUTICALS NY LLC	\N	PRODUCT_040765_001	A
CAPSULE	ORAL	ERGOCALCIFEROL	5/20/09	RX	1	0	0	0	ORIT LABORATORIES LLC	\N	PRODUCT_040833_001	A
CAPSULE	ORAL	BENZONATATE	11/9/09	RX	1	0	0	\N	MIKART INC	\N	PRODUCT_040851_001	A
CAPSULE	ORAL	BENZONATATE	11/9/09	RX	1	0	0	\N	MIKART INC	\N	PRODUCT_040851_002	A
CAPSULE	ORAL	BENZONATATE	11/9/09	RX	1	0	0	\N	MIKART INC	\N	PRODUCT_040851_003	A
CAPSULE	ORAL	ERGOCALCIFEROL	12/29/09	RX	1	0	0	\N	SUN PHARMACEUTICAL INDUSTRIES INC	\N	PRODUCT_040865_001	A
CAPSULE	ORAL	PHENTERMINE HYDROCHLORIDE	3/21/08	RX	1	0	0	0	KVK TECH INC	\N	PRODUCT_040875_001	A
CAPSULE	ORAL	"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE"	11/16/09	RX	1	0	0	\N	NEXGEN PHARMA INC	\N	PRODUCT_040885_001	A
CAPSULE	ORAL	PHENTERMINE HYDROCHLORIDE	3/31/08	RX	1	0	0	0	KVK TECH INC	\N	PRODUCT_040886_001	A
CAPSULE	ORAL	PHENTERMINE HYDROCHLORIDE	3/31/08	RX	1	0	0	0	KVK TECH INC	\N	PRODUCT_040886_002	A
CAPSULE	ORAL	PHENTERMINE HYDROCHLORIDE	4/24/08	RX	1	0	0	0	KVK TECH INC	\N	PRODUCT_040887_001	A
CAPSULE	ORAL	PROPOXYPHENE HYDROCHLORIDE	7/17/09	DISCN	1	0	0	\N	VINTAGE PHARMACEUTICALS INC	\N	PRODUCT_040908_001	A
CAPSULE	ORAL	DURICEF	1/1/82	DISCN	1	0	0	\N	WARNER CHILCOTT INC	\N	PRODUCT_050512_001	N
CAPSULE	ORAL	MINOCIN	5/31/90	RX	1	0	0	0	PRECISION DERMATOLOGY INC	\N	PRODUCT_050649_002	N
CAPSULE	ORAL	PERIOSTAT	9/30/98	DISCN	1	0	0	\N	COLLAGENEX INC	\N	PRODUCT_050744_001	N
CAPSULE	ORAL	MINOCYCLINE HYDROCHLORIDE	3/2/92	RX	1	0	0	0	TEVA PHARMACEUTICALS USA INC	\N	PRODUCT_063009_001	A
CAPSULE	ORAL	DOXYCYCLINE	9/10/03	RX	1	0	0	0	RANBAXY LABORATORIES LTD	\N	PRODUCT_065053_003	A
CAPSULE	ORAL	MYCOPHENOLATE MOFETIL	10/15/08	RX	1	0	0	1	SANDOZ INC	\N	PRODUCT_065379_001	A
CAPSULE	ORAL	RIFAMPIN	3/28/08	RX	1	0	0	0	LANNETT HOLDINGS INC	\N	PRODUCT_065390_001	A
CAPSULE	ORAL	RIFAMPIN	3/28/08	RX	1	0	0	0	LANNETT HOLDINGS INC	\N	PRODUCT_065390_002	A
CAPSULE	ORAL	MYCOPHENOLATE MOFETIL	7/29/08	RX	1	0	0	0	ROXANE LABORATORIES INC	\N	PRODUCT_065410_001	A
CAPSULE	ORAL	MYCOPHENOLATE MOFETIL	5/4/09	DISCN	1	0	0	1	ZYDUS PHARMACEUTICALS USA INC	\N	PRODUCT_065433_001	A
CAPSULE	ORAL	CLINDAMYCIN HYDROCHLORIDE	8/26/09	RX	1	0	0	1	AUROBINDO PHARMA LTD	\N	PRODUCT_065442_001	A
CAPSULE	ORAL	CLINDAMYCIN HYDROCHLORIDE	8/26/09	RX	1	0	0	1	AUROBINDO PHARMA LTD	\N	PRODUCT_065442_002	A
CAPSULE	ORAL	VANCOMYCIN HYDROCHLORIDE	6/18/12	RX	1	0	0	0	FRESENIUS KABI USA LLC	\N	PRODUCT_065453_001	A
CAPSULE	ORAL	VANCOMYCIN HYDROCHLORIDE	6/18/12	RX	1	0	0	0	FRESENIUS KABI USA LLC	\N	PRODUCT_065453_002	A
CAPSULE	ORAL	TACROLIMUS	8/10/09	RX	1	0	0	1	SANDOZ INC	\N	PRODUCT_065461_001	A
CAPSULE	ORAL	TACROLIMUS	8/10/09	RX	1	0	0	1	SANDOZ INC	\N	PRODUCT_065461_002	A
CAPSULE	ORAL	TACROLIMUS	8/10/09	RX	1	0	0	1	SANDOZ INC	\N	PRODUCT_065461_003	A
CAPSULE	ORAL	VANCOMYCIN HYDROCHLORIDE	4/9/12	RX	1	0	0	0	AKORN INC	\N	PRODUCT_065478_001	A
CAPSULE	ORAL	VANCOMYCIN HYDROCHLORIDE	4/9/12	RX	1	0	0	0	AKORN INC	\N	PRODUCT_065478_002	A
CAPSULE	ORAL	VANCOMYCIN HYDROCHLORIDE	4/9/12	RX	1	0	0	0	STRIDES ARCOLAB LTD	\N	PRODUCT_065490_001	A
CAPSULE	ORAL	VANCOMYCIN HYDROCHLORIDE	4/9/12	RX	1	0	0	0	STRIDES ARCOLAB LTD	\N	PRODUCT_065490_002	A
CAPSULE	ORAL	MYCOPHENOLATE MOFETIL	5/6/09	RX	1	0	0	1	TEVA PHARMACEUTICALS USA	\N	PRODUCT_065491_001	A
CAPSULE	ORAL	VANCOMYCIN HYDROCHLORIDE	4/9/12	RX	1	0	0	0	WATSON LABORATORIES INC	\N	PRODUCT_065510_001	A
CAPSULE	ORAL	VANCOMYCIN HYDROCHLORIDE	4/9/12	RX	1	0	0	0	WATSON LABORATORIES INC	\N	PRODUCT_065510_002	A
CAPSULE	ORAL	MYCOPHENOLATE MOFETIL	5/4/09	RX	1	0	0	1	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_065520_001	A
CAPSULE	ORAL	FLURAZEPAM HYDROCHLORIDE	11/27/85	RX	1	0	0	0	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_070345_002	A
CAPSULE	ORAL	INDOMETHACIN	4/29/87	RX	1	0	0	1	SANDOZ INC	\N	PRODUCT_070673_001	A
CAPSULE	ORAL	INDOMETHACIN	4/29/87	RX	1	0	0	1	SANDOZ INC	\N	PRODUCT_070674_001	A
CAPSULE	ORAL	INDOMETHACIN	2/12/86	RX	1	0	0	1	IVAX PHARMACEUTICALS INC SUB TEVA PHARMACEUTICALS USA	\N	PRODUCT_070719_001	A
CAPSULE	ORAL	INDOMETHACIN	2/12/86	RX	1	0	0	1	IVAX PHARMACEUTICALS INC SUB TEVA PHARMACEUTICALS USA	\N	PRODUCT_070756_001	A
CAPSULE	ORAL	TEMAZEPAM	5/21/10	RX	1	0	0	0	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_070920_002	A
CAPSULE	ORAL	TEMAZEPAM	6/12/09	RX	1	0	0	0	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_070920_003	A
CAPSULE	ORAL	TEMAZEPAM	7/7/86	RX	1	0	0	0	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_070920_004	A
CAPSULE	ORAL	OXAZEPAM	8/10/87	DISCN	1	0	0	\N	MUTUAL PHARMACEUTICAL CO INC	\N	PRODUCT_071026_002	A
CAPSULE	ORAL	OXAZEPAM	8/10/87	DISCN	1	0	0	\N	MUTUAL PHARMACEUTICAL CO INC	\N	PRODUCT_071026_003	A
CAPSULE	ORAL	MECLOFENAMATE SODIUM	9/3/86	RX	1	0	0	0	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_071081_002	A
CAPSULE	ORAL	THIOTHIXENE	6/23/87	RX	1	0	0	1	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_071093_002	A
CAPSULE	ORAL	THIOTHIXENE	6/23/87	RX	1	0	0	1	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_071093_003	A
CAPSULE	ORAL	THIOTHIXENE	6/23/87	RX	1	0	0	1	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_071093_004	A
CAPSULE	ORAL	TEMAZEPAM	9/14/09	RX	1	0	0	0	MUTUAL PHARMACEUTICAL CO INC	\N	PRODUCT_071175_002	A
CAPSULE	ORAL	TEMAZEPAM	6/22/12	RX	1	0	0	0	NOVEL LABORATORIES INC	\N	PRODUCT_071457_002	A
CAPSULE	ORAL	TEMAZEPAM	6/22/12	RX	1	0	0	0	NOVEL LABORATORIES INC	\N	PRODUCT_071457_003	A
CAPSULE	ORAL	PRAZOSIN HYDROCHLORIDE	5/16/89	RX	1	0	0	0	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_072575_002	A
CAPSULE	ORAL	PRAZOSIN HYDROCHLORIDE	5/16/89	RX	1	0	0	0	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_072575_003	A
CAPSULE	ORAL	DANAZOL	5/29/98	RX	1	0	0	1	BARR LABORATORIES INC	\N	PRODUCT_074582_002	A
CAPSULE	ORAL	DANAZOL	5/29/98	RX	1	0	0	1	BARR LABORATORIES INC	\N	PRODUCT_074582_003	A
CAPSULE	ORAL	FLUOXETINE HYDROCHLORIDE	5/20/08	RX	1	0	0	\N	ANI PHARMACEUTICALS INC	\N	PRODUCT_076287_001	A
CAPSULE	ORAL	FLUOXETINE HYDROCHLORIDE	5/20/08	RX	1	0	0	\N	ANI PHARMACEUTICALS INC	\N	PRODUCT_076287_002	A
CAPSULE	ORAL	TOPIRAMATE	4/15/09	DISCN	1	0	0	\N	BARR LABORATORIES INC	\N	PRODUCT_076448_001	A
CAPSULE	ORAL	TOPIRAMATE	4/15/09	DISCN	1	0	0	\N	BARR LABORATORIES INC	\N	PRODUCT_076448_002	A
CAPSULE	ORAL	MYORISAN	1/19/12	RX	1	0	0	1	DOUGLAS PHARMACEUTICALS AMERICA LTD	\N	PRODUCT_076485_001	A
CAPSULE	ORAL	MYORISAN	1/19/12	RX	1	0	0	1	DOUGLAS PHARMACEUTICALS AMERICA LTD	\N	PRODUCT_076485_002	A
CAPSULE	ORAL	MYORISAN	1/19/12	RX	1	0	0	1	DOUGLAS PHARMACEUTICALS AMERICA LTD	\N	PRODUCT_076485_003	A
CAPSULE	ORAL	RAMIPRIL	10/24/05	RX	1	0	0	\N	WATSON LABORATORIES INC	\N	PRODUCT_076549_001	A
CAPSULE	ORAL	RAMIPRIL	10/24/05	RX	1	0	0	\N	WATSON LABORATORIES INC	\N	PRODUCT_076549_002	A
CAPSULE	ORAL	RAMIPRIL	10/24/05	RX	1	0	0	\N	WATSON LABORATORIES INC	\N	PRODUCT_076549_003	A
CAPSULE	ORAL	RAMIPRIL	10/24/05	RX	1	0	0	\N	WATSON LABORATORIES INC	\N	PRODUCT_076549_004	A
CAPSULE	ORAL	"BUTALBITAL, ACETAMINOPHEN, CAFFEINE AND CODEINE PHOSPHATE"	7/19/12	RX	1	0	0	0	NEXGEN PHARMA INC	\N	PRODUCT_076560_002	A
CAPSULE	ORAL	TOPIRAMATE	4/17/09	RX	1	0	0	0	TEVA PHARMACEUTICALS USA INC	\N	PRODUCT_076575_001	A
CAPSULE	ORAL	TOPIRAMATE	4/17/09	RX	1	0	0	0	TEVA PHARMACEUTICALS USA INC	\N	PRODUCT_076575_002	A
CAPSULE	ORAL	RAMIPRIL	8/7/08	DISCN	1	0	0	\N	CIPLA LTD	\N	PRODUCT_077004_001	A
CAPSULE	ORAL	RAMIPRIL	8/7/08	DISCN	1	0	0	\N	CIPLA LTD	\N	PRODUCT_077004_002	A
CAPSULE	ORAL	RAMIPRIL	8/7/08	DISCN	1	0	0	\N	CIPLA LTD	\N	PRODUCT_077004_003	A
CAPSULE	ORAL	RAMIPRIL	8/7/08	DISCN	1	0	0	\N	CIPLA LTD	\N	PRODUCT_077004_004	A
CAPSULE	ORAL	AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE	7/5/11	RX	1	0	0	1	TEVA PHARMACEUTICALS USA	\N	PRODUCT_077179_005	A
CAPSULE	ORAL	AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE	7/5/11	RX	1	0	0	1	TEVA PHARMACEUTICALS USA	\N	PRODUCT_077179_006	A
CAPSULE	ORAL	AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE	4/15/10	RX	1	0	0	1	DR REDDYS LABORATORIES INC	\N	PRODUCT_077183_001	A
CAPSULE	ORAL	AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE	4/15/10	RX	1	0	0	1	DR REDDYS LABORATORIES INC	\N	PRODUCT_077183_002	A
CAPSULE	ORAL	AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE	4/15/10	RX	1	0	0	1	DR REDDYS LABORATORIES INC	\N	PRODUCT_077183_003	A
CAPSULE	ORAL	AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE	4/15/10	RX	1	0	0	1	DR REDDYS LABORATORIES INC	\N	PRODUCT_077183_004	A
CAPSULE	ORAL	ZALEPLON	6/6/08	RX	1	0	0	0	ROXANE LABORATORIES INC	\N	PRODUCT_077237_001	A
CAPSULE	ORAL	ZALEPLON	6/6/08	RX	1	0	0	0	ROXANE LABORATORIES INC	\N	PRODUCT_077237_002	A
CAPSULE	ORAL	ZALEPLON	6/6/08	RX	1	0	0	1	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_077238_001	A
CAPSULE	ORAL	ZALEPLON	6/6/08	RX	1	0	0	1	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_077238_002	A
CAPSULE	ORAL	ZALEPLON	6/6/08	RX	1	0	0	1	TEVA PHARMACEUTICALS USA	\N	PRODUCT_077239_001	A
CAPSULE	ORAL	ZALEPLON	6/6/08	RX	1	0	0	1	TEVA PHARMACEUTICALS USA	\N	PRODUCT_077239_002	A
CAPSULE	ORAL	GABAPENTIN	8/2/13	RX	1	0	0	\N	TARO PHARMACEUTICAL INDUSTRIES LTD	\N	PRODUCT_077261_001	A
CAPSULE	ORAL	GABAPENTIN	8/2/13	RX	1	0	0	\N	TARO PHARMACEUTICAL INDUSTRIES LTD	\N	PRODUCT_077261_002	A
CAPSULE	ORAL	GABAPENTIN	8/2/13	RX	1	0	0	\N	TARO PHARMACEUTICAL INDUSTRIES LTD	\N	PRODUCT_077261_003	A
CAPSULE	ORAL	IBUPROFEN	7/10/09	OTC	1	0	0	\N	PLD ACQUISITIONS LLC	\N	PRODUCT_077338_001	A
CAPSULE	ORAL	AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE	5/21/10	RX	1	0	0	1	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_077375_001	A
CAPSULE	ORAL	AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE	5/21/10	RX	1	0	0	1	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_077375_002	A
CAPSULE	ORAL	AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE	5/21/10	RX	1	0	0	1	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_077375_003	A
CAPSULE	ORAL	AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE	5/21/10	RX	1	0	0	1	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_077375_004	A
CAPSULE	ORAL	FLUOXETINE HYDROCHLORIDE	11/17/08	RX	1	0	0	1	SANDOZ INC	\N	PRODUCT_077469_001	A
CAPSULE	ORAL	FLUOXETINE HYDROCHLORIDE	11/17/08	RX	1	0	0	1	SANDOZ INC	\N	PRODUCT_077469_002	A
CAPSULE	ORAL	RAMIPRIL	6/18/08	RX	1	0	0	1	TEVA PHARMACEUTICALS USA	\N	PRODUCT_077470_001	A
CAPSULE	ORAL	RAMIPRIL	6/18/08	RX	1	0	0	1	TEVA PHARMACEUTICALS USA	\N	PRODUCT_077470_002	A
CAPSULE	ORAL	RAMIPRIL	6/18/08	RX	1	0	0	1	TEVA PHARMACEUTICALS USA	\N	PRODUCT_077470_003	A
CAPSULE	ORAL	RAMIPRIL	6/18/08	RX	1	0	0	1	TEVA PHARMACEUTICALS USA	\N	PRODUCT_077470_004	A
CAPSULE	ORAL	ZALEPLON	6/20/08	RX	1	0	0	\N	CIPLA LTD	\N	PRODUCT_077505_001	A
CAPSULE	ORAL	ZALEPLON	6/20/08	RX	1	0	0	\N	CIPLA LTD	\N	PRODUCT_077505_002	A
CAPSULE	ORAL	RAMIPRIL	6/18/08	DISCN	1	0	0	\N	ACTAVIS ELIZABETH LLC	\N	PRODUCT_077513_001	A
CAPSULE	ORAL	RAMIPRIL	6/18/08	DISCN	1	0	0	\N	ACTAVIS ELIZABETH LLC	\N	PRODUCT_077513_002	A
CAPSULE	ORAL	RAMIPRIL	6/18/08	DISCN	1	0	0	\N	ACTAVIS ELIZABETH LLC	\N	PRODUCT_077513_003	A
CAPSULE	ORAL	RAMIPRIL	6/18/08	DISCN	1	0	0	\N	ACTAVIS ELIZABETH LLC	\N	PRODUCT_077513_004	A
CAPSULE	ORAL	RAMIPRIL	6/18/08	RX	1	0	0	\N	SANDOZ INC	\N	PRODUCT_077514_001	A
CAPSULE	ORAL	RAMIPRIL	6/18/08	RX	1	0	0	\N	SANDOZ INC	\N	PRODUCT_077514_002	A
CAPSULE	ORAL	RAMIPRIL	6/18/08	RX	1	0	0	\N	SANDOZ INC	\N	PRODUCT_077514_003	A
CAPSULE	ORAL	RAMIPRIL	6/18/08	RX	1	0	0	\N	SANDOZ INC	\N	PRODUCT_077514_004	A
CAPSULE	ORAL	OLANZAPINE AND FLUOXETINE HYDROCHLORIDE	6/19/12	RX	1	0	0	\N	TEVA PHARMACEUTICALS USA	\N	PRODUCT_077528_001	A
CAPSULE	ORAL	OLANZAPINE AND FLUOXETINE HYDROCHLORIDE	6/19/12	RX	1	0	0	\N	TEVA PHARMACEUTICALS USA	\N	PRODUCT_077528_002	A
CAPSULE	ORAL	OLANZAPINE AND FLUOXETINE HYDROCHLORIDE	6/19/12	RX	1	0	0	\N	TEVA PHARMACEUTICALS USA	\N	PRODUCT_077528_003	A
CAPSULE	ORAL	OLANZAPINE AND FLUOXETINE HYDROCHLORIDE	6/19/12	RX	1	0	0	\N	TEVA PHARMACEUTICALS USA	\N	PRODUCT_077528_004	A
CAPSULE	ORAL	ZIPRASIDONE HYDROCHLORIDE	3/2/12	RX	1	0	0	1	LUPIN PHARMACEUTICALS INC	\N	PRODUCT_077560_001	A
CAPSULE	ORAL	ZIPRASIDONE HYDROCHLORIDE	3/2/12	RX	1	0	0	1	LUPIN PHARMACEUTICALS INC	\N	PRODUCT_077560_002	A
CAPSULE	ORAL	ZIPRASIDONE HYDROCHLORIDE	3/2/12	RX	1	0	0	1	LUPIN PHARMACEUTICALS INC	\N	PRODUCT_077560_003	A
