,EIN,nonpfrea,initiationfees,grsrcptspublicuse,grsincmembers,grsincother,totreprtabled,totcomprelatede,totestcompf,totcntrbgfts,totprgmrevnue,invstmntinc,txexmptbndsproceeds,royaltsinc,grsrntsreal,grsrntsprsnl,grsalesecur,grsalesothr,netgnls,grsincfndrsng,grsincgaming,grsalesinvent,miscrevtota,miscrevtot11b,miscrevtot11c,miscrevtot11d,miscrevtot11e,totrevenue,rcvdpdtngcd,cstbasisecur,cstbasisothr,lessdirfndrsng,lessdirgaming,lesscstofgoods,grntstogovt,grnsttoindiv,grntstofrgngovt,benifitsmembrs,compnsatncurrofcr,compnsatnandothr,othrsalwages,pensionplancontrb,othremplyeebenef,payrolltx,feesforsrvcmgmt,legalfees,accntingfees,feesforsrvclobby,profndraising,feesforsrvcinvstmgmt,feesforsrvcothr,advrtpromo,officexpns,infotech,royaltsexpns,occupancy,travel,travelofpublicoffcl,converconventmtng,interestamt,pymtoaffiliates,deprcatndepletn,insurance,othrexpnsa,othrexpnsb,othrexpnsc,othrexpnsd,othrexpnse,othrexpnsf,totfuncexpns,totsupport,rntlexpnsreal,rntlexpnsprsnl,noemplyeesw3cnt,noindiv100kcnt,nocontractor100kcnt,NAME,CITY,STATE,NTEE_CD
357,741509249.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2723973.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2724026.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1722113.0,0.0,0.0,445431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64524.0,0.0,0.0,0.0,0.0,0.0,0.0,125367.0,172888.0,7500.0,186150.0,0.0,0.0,2723973.0,0.0,0.0,0.0,117.0,0.0,0.0,ECONOMIC OPPORTUNITIES DEVELOPMENT CORPORATION OF ATASCOSA KARNES & W,KENEDY,TX,B22Z
358,741509249.0,7.0,0.0,0.0,0.0,0.0,84109.0,0.0,0.0,2842317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2842317.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1644582.0,0.0,0.0,403842.0,0.0,0.0,12500.0,0.0,0.0,0.0,23874.0,0.0,151525.0,0.0,0.0,10840.0,50486.0,0.0,0.0,0.0,0.0,0.0,21991.0,177560.0,32620.0,509.0,83211.0,175804.0,0.0,2789344.0,0.0,0.0,0.0,120.0,0.0,0.0,ECONOMIC OPPORTUNITIES DEVELOPMENT CORPORATION OF ATASCOSA KARNES & W,KENEDY,TX,B22Z
410,331082985.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,99934.0,534115.0,72340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2118.0,54166.0,0.0,0.0,4240.0,0.0,0.0,0.0,4240.0,608577.0,N,0.0,2118.0,54166.0,0.0,0.0,0.0,0.0,0.0,0.0,99934.0,0.0,140127.0,0.0,15323.0,12927.0,0.0,0.0,0.0,0.0,0.0,0.0,10452.0,2127.0,17927.0,0.0,0.0,14671.0,54.0,0.0,1579.0,95979.0,0.0,92047.0,18564.0,26743.0,24435.0,16932.0,15263.0,17542.0,0.0,622626.0,0.0,0.0,0.0,12.0,0.0,0.0,EQUICENTER INC,HONEOYE FALLS,NY,E50
480,141437421.0,9.0,0.0,0.0,0.0,0.0,318906.0,0.0,20963.0,1159936.0,5149114.0,1979.0,0.0,0.0,0.0,0.0,188317.0,0.0,37549.0,0.0,0.0,0.0,45677.0,0.0,0.0,0.0,45677.0,6394255.0,N,150768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108132.0,0.0,3473407.0,109749.0,230683.0,325172.0,0.0,37918.0,75885.0,0.0,0.0,0.0,40152.0,0.0,246453.0,0.0,0.0,542390.0,94415.0,0.0,0.0,56029.0,0.0,175827.0,122207.0,212777.0,158864.0,137750.0,125993.0,109574.0,0.0,6383377.0,0.0,0.0,0.0,141.0,2.0,0.0,EQUINOX INC,ALBANY,NY,L21
514,364057513.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,-19682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9682.0,N,0.0,0.0,0.0,0.0,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14144.0,9000.0,0.0,0.0,0.0,0.0,0.0,ECFA FOUNDATION INC,WHEATON,IL,T99Z
632,221836211.0,7.0,0.0,0.0,0.0,0.0,65000.0,0.0,0.0,707739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707739.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,169952.0,0.0,0.0,36577.0,23196.0,40096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,0.0,0.0,0.0,3978.0,0.0,0.0,14996.0,0.0,3253.0,14542.0,21674.0,71889.0,5809.0,3019.0,337498.0,0.0,813500.0,0.0,0.0,0.0,0.0,0.0,0.0,EAST ORANGE COMMUNITY DEVELOPMENT CORP,EAST ORANGE,NJ,
684,261171209.0,7.0,0.0,0.0,0.0,0.0,32260.0,0.0,0.0,0.0,191330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191330.0,N,0.0,0.0,0.0,0.0,0.0,2745.0,0.0,0.0,0.0,0.0,32260.0,0.0,0.0,0.0,2961.0,0.0,0.0,225.0,0.0,0.0,0.0,85127.0,0.0,7038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3667.0,41605.0,2663.0,2360.0,1545.0,1428.0,0.0,183624.0,0.0,0.0,0.0,0.0,0.0,0.0,ELWOOD ATHLETIC CLUB,GREENLAWN,NY,N60
685,261171209.0,7.0,0.0,0.0,0.0,0.0,33200.0,0.0,0.0,0.0,160720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160720.0,N,0.0,0.0,0.0,0.0,0.0,5394.0,0.0,0.0,0.0,0.0,33200.0,0.0,0.0,0.0,2871.0,0.0,0.0,1475.0,0.0,0.0,0.0,79355.0,0.0,3582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1252.0,29287.0,4743.0,3828.0,2876.0,0.0,360.0,168223.0,0.0,0.0,0.0,3.0,0.0,0.0,ELWOOD ATHLETIC CLUB,GREENLAWN,NY,N60
684,261171209.0,7.0,0.0,0.0,0.0,0.0,32260.0,0.0,0.0,0.0,191330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191330.0,N,0.0,0.0,0.0,0.0,0.0,2745.0,0.0,0.0,0.0,0.0,32260.0,0.0,0.0,0.0,2961.0,0.0,0.0,225.0,0.0,0.0,0.0,85127.0,0.0,7038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3667.0,41605.0,2663.0,2360.0,1545.0,1428.0,0.0,183624.0,0.0,0.0,0.0,0.0,0.0,0.0,ELWOOD ATHLETIC CLUB,GREENLAWN,NY,N60
685,261171209.0,7.0,0.0,0.0,0.0,0.0,33200.0,0.0,0.0,0.0,160720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160720.0,N,0.0,0.0,0.0,0.0,0.0,5394.0,0.0,0.0,0.0,0.0,33200.0,0.0,0.0,0.0,2871.0,0.0,0.0,1475.0,0.0,0.0,0.0,79355.0,0.0,3582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1252.0,29287.0,4743.0,3828.0,2876.0,0.0,360.0,168223.0,0.0,0.0,0.0,3.0,0.0,0.0,ELWOOD ATHLETIC CLUB,GREENLAWN,NY,N60
897,270464988.0,7.0,0.0,0.0,0.0,0.0,75798.0,0.0,0.0,256292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256292.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75798.0,0.0,0.0,0.0,0.0,5583.0,0.0,8905.0,0.0,0.0,0.0,0.0,4855.0,0.0,2928.0,0.0,0.0,20520.0,15243.0,0.0,0.0,0.0,0.0,0.0,633.0,8946.0,0.0,0.0,0.0,0.0,4372.0,147783.0,0.0,0.0,0.0,2.0,0.0,0.0,EZEKIEL RAIN,SILOAM SPGS,AR,Q33
962,200788635.0,9.0,0.0,0.0,0.0,0.0,59128.0,0.0,15000.0,250000.0,645727.0,8418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904145.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59129.0,0.0,350619.0,0.0,0.0,0.0,0.0,12500.0,0.0,0.0,0.0,0.0,0.0,35256.0,155532.0,0.0,0.0,274735.0,0.0,0.0,0.0,0.0,0.0,0.0,28510.0,9767.0,35895.0,11934.0,0.0,57596.0,0.0,1031473.0,0.0,0.0,0.0,0.0,0.0,0.0,ENRICHMENT ENTERPRISES INC,BUFFALO GROVE,IL,P33
963,200788635.0,9.0,0.0,0.0,0.0,0.0,59128.0,0.0,15000.0,250000.0,645727.0,8418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904145.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59129.0,0.0,350619.0,0.0,0.0,0.0,0.0,12500.0,0.0,0.0,0.0,0.0,0.0,35256.0,155532.0,0.0,0.0,274735.0,0.0,0.0,0.0,0.0,0.0,0.0,28510.0,9767.0,35895.0,11934.0,0.0,57596.0,0.0,1031473.0,0.0,0.0,0.0,0.0,0.0,0.0,ENRICHMENT ENTERPRISES INC,BUFFALO GROVE,IL,P33
962,200788635.0,9.0,0.0,0.0,0.0,0.0,59128.0,0.0,15000.0,250000.0,645727.0,8418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904145.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59129.0,0.0,350619.0,0.0,0.0,0.0,0.0,12500.0,0.0,0.0,0.0,0.0,0.0,35256.0,155532.0,0.0,0.0,274735.0,0.0,0.0,0.0,0.0,0.0,0.0,28510.0,9767.0,35895.0,11934.0,0.0,57596.0,0.0,1031473.0,0.0,0.0,0.0,0.0,0.0,0.0,ENRICHMENT ENTERPRISES INC,BUFFALO GROVE,IL,P33
963,200788635.0,9.0,0.0,0.0,0.0,0.0,59128.0,0.0,15000.0,250000.0,645727.0,8418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904145.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59129.0,0.0,350619.0,0.0,0.0,0.0,0.0,12500.0,0.0,0.0,0.0,0.0,0.0,35256.0,155532.0,0.0,0.0,274735.0,0.0,0.0,0.0,0.0,0.0,0.0,28510.0,9767.0,35895.0,11934.0,0.0,57596.0,0.0,1031473.0,0.0,0.0,0.0,0.0,0.0,0.0,ENRICHMENT ENTERPRISES INC,BUFFALO GROVE,IL,P33
