Country,Year,WORLDBANKINCOMEGROUPCODE,Numeric_Value,Indicator
Andorra,1999,4,80,Hib (Hib3) immunization coverage among 1-year-olds (%)
Andorra,2000,4,90,Hib (Hib3) immunization coverage among 1-year-olds (%)
Andorra,2001,4,92,Hib (Hib3) immunization coverage among 1-year-olds (%)
Andorra,2002,4,92,Hib (Hib3) immunization coverage among 1-year-olds (%)
Andorra,2003,4,91,Hib (Hib3) immunization coverage among 1-year-olds (%)
Andorra,2004,4,95,Hib (Hib3) immunization coverage among 1-year-olds (%)
Andorra,2005,4,97,Hib (Hib3) immunization coverage among 1-year-olds (%)
Andorra,2006,4,93,Hib (Hib3) immunization coverage among 1-year-olds (%)
Andorra,2007,4,95,Hib (Hib3) immunization coverage among 1-year-olds (%)
Andorra,2008,4,98,Hib (Hib3) immunization coverage among 1-year-olds (%)
Andorra,2009,4,97,Hib (Hib3) immunization coverage among 1-year-olds (%)
Andorra,2010,4,98,Hib (Hib3) immunization coverage among 1-year-olds (%)
Andorra,2011,4,99,Hib (Hib3) immunization coverage among 1-year-olds (%)
Andorra,2012,4,98,Hib (Hib3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1990,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1991,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1992,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1993,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1994,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1995,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1996,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1997,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1998,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1999,4,94,Hib (Hib3) immunization coverage among 1-year-olds (%)
United Arab Emirates,2000,4,92,Hib (Hib3) immunization coverage among 1-year-olds (%)
United Arab Emirates,2001,4,92,Hib (Hib3) immunization coverage among 1-year-olds (%)
United Arab Emirates,2002,4,94,Hib (Hib3) immunization coverage among 1-year-olds (%)
United Arab Emirates,2003,4,94,Hib (Hib3) immunization coverage among 1-year-olds (%)
United Arab Emirates,2004,4,94,Hib (Hib3) immunization coverage among 1-year-olds (%)
United Arab Emirates,2005,4,94,Hib (Hib3) immunization coverage among 1-year-olds (%)
United Arab Emirates,2006,4,92,Hib (Hib3) immunization coverage among 1-year-olds (%)
United Arab Emirates,2007,4,92,Hib (Hib3) immunization coverage among 1-year-olds (%)
United Arab Emirates,2008,4,92,Hib (Hib3) immunization coverage among 1-year-olds (%)
United Arab Emirates,2009,4,93,Hib (Hib3) immunization coverage among 1-year-olds (%)
United Arab Emirates,2010,4,94,Hib (Hib3) immunization coverage among 1-year-olds (%)
United Arab Emirates,2011,4,94,Hib (Hib3) immunization coverage among 1-year-olds (%)
United Arab Emirates,2012,4,94,Hib (Hib3) immunization coverage among 1-year-olds (%)
Argentina,1990,3,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Argentina,1991,3,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Argentina,1992,3,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Argentina,1993,3,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Argentina,1994,3,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Argentina,1995,3,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Argentina,1996,3,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Argentina,1997,3,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Argentina,1998,3,49,Hib (Hib3) immunization coverage among 1-year-olds (%)
Argentina,1999,3,86,Hib (Hib3) immunization coverage among 1-year-olds (%)
Argentina,2000,3,83,Hib (Hib3) immunization coverage among 1-year-olds (%)
Argentina,2001,3,83,Hib (Hib3) immunization coverage among 1-year-olds (%)
Argentina,2002,3,87,Hib (Hib3) immunization coverage among 1-year-olds (%)
Argentina,2003,3,90,Hib (Hib3) immunization coverage among 1-year-olds (%)
Argentina,2004,3,94,Hib (Hib3) immunization coverage among 1-year-olds (%)
Argentina,2005,3,88,Hib (Hib3) immunization coverage among 1-year-olds (%)
Argentina,2006,3,84,Hib (Hib3) immunization coverage among 1-year-olds (%)
Argentina,2007,3,85,Hib (Hib3) immunization coverage among 1-year-olds (%)
Argentina,2008,3,90,Hib (Hib3) immunization coverage among 1-year-olds (%)
Argentina,2009,3,93,Hib (Hib3) immunization coverage among 1-year-olds (%)
Argentina,2010,3,94,Hib (Hib3) immunization coverage among 1-year-olds (%)
Argentina,2011,3,92,Hib (Hib3) immunization coverage among 1-year-olds (%)
Argentina,2012,3,91,Hib (Hib3) immunization coverage among 1-year-olds (%)
Armenia,1992,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Armenia,1993,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Armenia,1994,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Armenia,1995,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Armenia,1996,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Armenia,1997,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Armenia,1998,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Armenia,1999,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Armenia,2000,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Armenia,2001,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Armenia,2002,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Armenia,2003,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Armenia,2004,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Armenia,2005,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Armenia,2006,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Armenia,2007,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Armenia,2008,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Armenia,2009,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Armenia,2010,2,48,Hib (Hib3) immunization coverage among 1-year-olds (%)
Armenia,2011,2,95,Hib (Hib3) immunization coverage among 1-year-olds (%)
Armenia,2012,2,95,Hib (Hib3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1990,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1991,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1992,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1993,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1994,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1995,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1996,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1997,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1998,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1999,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2000,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2001,4,97,Hib (Hib3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2002,4,97,Hib (Hib3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2003,4,97,Hib (Hib3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2004,4,97,Hib (Hib3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2005,4,99,Hib (Hib3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2006,4,99,Hib (Hib3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2007,4,99,Hib (Hib3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2008,4,97,Hib (Hib3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2009,4,94,Hib (Hib3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2010,4,98,Hib (Hib3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2011,4,98,Hib (Hib3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2012,4,98,Hib (Hib3) immunization coverage among 1-year-olds (%)
Australia,1990,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Australia,1991,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Australia,1992,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Australia,1993,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Australia,1994,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Australia,1995,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Australia,1996,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Australia,1997,4,77,Hib (Hib3) immunization coverage among 1-year-olds (%)
Australia,1998,4,82,Hib (Hib3) immunization coverage among 1-year-olds (%)
Australia,1999,4,87,Hib (Hib3) immunization coverage among 1-year-olds (%)
Australia,2000,4,90,Hib (Hib3) immunization coverage among 1-year-olds (%)
Australia,2001,4,95,Hib (Hib3) immunization coverage among 1-year-olds (%)
Australia,2002,4,95,Hib (Hib3) immunization coverage among 1-year-olds (%)
Australia,2003,4,95,Hib (Hib3) immunization coverage among 1-year-olds (%)
Australia,2004,4,95,Hib (Hib3) immunization coverage among 1-year-olds (%)
Australia,2005,4,94,Hib (Hib3) immunization coverage among 1-year-olds (%)
Australia,2006,4,95,Hib (Hib3) immunization coverage among 1-year-olds (%)
Australia,2007,4,94,Hib (Hib3) immunization coverage among 1-year-olds (%)
Australia,2008,4,94,Hib (Hib3) immunization coverage among 1-year-olds (%)
Australia,2009,4,92,Hib (Hib3) immunization coverage among 1-year-olds (%)
Australia,2010,4,92,Hib (Hib3) immunization coverage among 1-year-olds (%)
Australia,2011,4,92,Hib (Hib3) immunization coverage among 1-year-olds (%)
Australia,2012,4,92,Hib (Hib3) immunization coverage among 1-year-olds (%)
Austria,1990,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Austria,1991,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Austria,1992,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Austria,1993,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Austria,1994,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Austria,1995,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Austria,1996,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Austria,1997,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Austria,1998,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Austria,1999,4,74,Hib (Hib3) immunization coverage among 1-year-olds (%)
Austria,2000,4,72,Hib (Hib3) immunization coverage among 1-year-olds (%)
Austria,2001,4,74,Hib (Hib3) immunization coverage among 1-year-olds (%)
Austria,2002,4,82,Hib (Hib3) immunization coverage among 1-year-olds (%)
Austria,2003,4,84,Hib (Hib3) immunization coverage among 1-year-olds (%)
Austria,2004,4,83,Hib (Hib3) immunization coverage among 1-year-olds (%)
Austria,2005,4,86,Hib (Hib3) immunization coverage among 1-year-olds (%)
Austria,2006,4,83,Hib (Hib3) immunization coverage among 1-year-olds (%)
Austria,2007,4,85,Hib (Hib3) immunization coverage among 1-year-olds (%)
Austria,2008,4,83,Hib (Hib3) immunization coverage among 1-year-olds (%)
Austria,2009,4,83,Hib (Hib3) immunization coverage among 1-year-olds (%)
Austria,2010,4,83,Hib (Hib3) immunization coverage among 1-year-olds (%)
Austria,2011,4,83,Hib (Hib3) immunization coverage among 1-year-olds (%)
Austria,2012,4,83,Hib (Hib3) immunization coverage among 1-year-olds (%)
Azerbaijan,1992,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Azerbaijan,1993,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Azerbaijan,1994,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Azerbaijan,1995,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Azerbaijan,1996,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Azerbaijan,1997,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Azerbaijan,1998,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Azerbaijan,1999,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Azerbaijan,2000,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Azerbaijan,2001,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Azerbaijan,2002,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Azerbaijan,2003,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Azerbaijan,2004,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Azerbaijan,2005,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Azerbaijan,2006,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Azerbaijan,2007,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Azerbaijan,2008,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Azerbaijan,2009,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Azerbaijan,2010,2,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Azerbaijan,2011,2,38,Hib (Hib3) immunization coverage among 1-year-olds (%)
Azerbaijan,2012,2,91,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burundi,1990,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burundi,1991,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burundi,1992,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burundi,1993,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burundi,1994,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burundi,1995,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burundi,1996,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burundi,1997,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burundi,1998,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burundi,1999,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burundi,2000,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burundi,2001,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burundi,2002,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burundi,2003,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burundi,2004,1,83,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burundi,2005,1,87,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burundi,2006,1,92,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burundi,2007,1,99,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burundi,2008,1,92,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burundi,2009,1,94,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burundi,2010,1,96,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burundi,2011,1,96,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burundi,2012,1,96,Hib (Hib3) immunization coverage among 1-year-olds (%)
Belgium,1990,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Belgium,1991,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Belgium,1992,4,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Belgium,1993,4,20,Hib (Hib3) immunization coverage among 1-year-olds (%)
Belgium,1994,4,16,Hib (Hib3) immunization coverage among 1-year-olds (%)
Belgium,1995,4,13,Hib (Hib3) immunization coverage among 1-year-olds (%)
Belgium,1996,4,10,Hib (Hib3) immunization coverage among 1-year-olds (%)
Belgium,1997,4,6,Hib (Hib3) immunization coverage among 1-year-olds (%)
Belgium,1998,4,33,Hib (Hib3) immunization coverage among 1-year-olds (%)
Belgium,1999,4,59,Hib (Hib3) immunization coverage among 1-year-olds (%)
Belgium,2000,4,86,Hib (Hib3) immunization coverage among 1-year-olds (%)
Belgium,2001,4,86,Hib (Hib3) immunization coverage among 1-year-olds (%)
Belgium,2002,4,86,Hib (Hib3) immunization coverage among 1-year-olds (%)
Belgium,2003,4,90,Hib (Hib3) immunization coverage among 1-year-olds (%)
Belgium,2004,4,95,Hib (Hib3) immunization coverage among 1-year-olds (%)
Belgium,2005,4,95,Hib (Hib3) immunization coverage among 1-year-olds (%)
Belgium,2006,4,98,Hib (Hib3) immunization coverage among 1-year-olds (%)
Belgium,2007,4,98,Hib (Hib3) immunization coverage among 1-year-olds (%)
Belgium,2008,4,98,Hib (Hib3) immunization coverage among 1-year-olds (%)
Belgium,2009,4,98,Hib (Hib3) immunization coverage among 1-year-olds (%)
Belgium,2010,4,98,Hib (Hib3) immunization coverage among 1-year-olds (%)
Belgium,2011,4,98,Hib (Hib3) immunization coverage among 1-year-olds (%)
Belgium,2012,4,98,Hib (Hib3) immunization coverage among 1-year-olds (%)
Benin,1990,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Benin,1991,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Benin,1992,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Benin,1993,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Benin,1994,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Benin,1995,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Benin,1996,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Benin,1997,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Benin,1998,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Benin,1999,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Benin,2000,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Benin,2001,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Benin,2002,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Benin,2003,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Benin,2004,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Benin,2005,1,35,Hib (Hib3) immunization coverage among 1-year-olds (%)
Benin,2006,1,74,Hib (Hib3) immunization coverage among 1-year-olds (%)
Benin,2007,1,82,Hib (Hib3) immunization coverage among 1-year-olds (%)
Benin,2008,1,78,Hib (Hib3) immunization coverage among 1-year-olds (%)
Benin,2009,1,83,Hib (Hib3) immunization coverage among 1-year-olds (%)
Benin,2010,1,83,Hib (Hib3) immunization coverage among 1-year-olds (%)
Benin,2011,1,85,Hib (Hib3) immunization coverage among 1-year-olds (%)
Benin,2012,1,85,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burkina Faso,1990,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burkina Faso,1991,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burkina Faso,1992,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burkina Faso,1993,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burkina Faso,1994,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burkina Faso,1995,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burkina Faso,1996,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burkina Faso,1997,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burkina Faso,1998,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burkina Faso,1999,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burkina Faso,2000,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burkina Faso,2001,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burkina Faso,2002,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burkina Faso,2003,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burkina Faso,2004,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burkina Faso,2005,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burkina Faso,2006,1,76,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burkina Faso,2007,1,89,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burkina Faso,2008,1,93,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burkina Faso,2009,1,92,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burkina Faso,2010,1,91,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burkina Faso,2011,1,91,Hib (Hib3) immunization coverage among 1-year-olds (%)
Burkina Faso,2012,1,90,Hib (Hib3) immunization coverage among 1-year-olds (%)
Bangladesh,1990,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Bangladesh,1991,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Bangladesh,1992,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Bangladesh,1993,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Bangladesh,1994,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Bangladesh,1995,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Bangladesh,1996,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Bangladesh,1997,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Bangladesh,1998,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Bangladesh,1999,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Bangladesh,2000,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Bangladesh,2001,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Bangladesh,2002,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
Bangladesh,2003,1,0,Hib (Hib3) immunization coverage among 1-year-olds (%)
