Country,Year,WORLDBANKINCOMEGROUPCODE,Numeric_Value,Indicator
United Arab Emirates,1982,4,41,Measles (MCV) immunization coverage among 1-year-olds (%)
United Arab Emirates,1989,4,78,Measles (MCV) immunization coverage among 1-year-olds (%)
United Arab Emirates,1991,4,82,Measles (MCV) immunization coverage among 1-year-olds (%)
United Arab Emirates,1998,4,95,Measles (MCV) immunization coverage among 1-year-olds (%)
United Arab Emirates,2000,4,94,Measles (MCV) immunization coverage among 1-year-olds (%)
United Arab Emirates,2005,4,92,Measles (MCV) immunization coverage among 1-year-olds (%)
United Arab Emirates,2007,4,92,Measles (MCV) immunization coverage among 1-year-olds (%)
Argentina,1981,3,77,Measles (MCV) immunization coverage among 1-year-olds (%)
Argentina,1983,3,67,Measles (MCV) immunization coverage among 1-year-olds (%)
Argentina,1989,3,89,Measles (MCV) immunization coverage among 1-year-olds (%)
Argentina,1990,3,93,Measles (MCV) immunization coverage among 1-year-olds (%)
Argentina,1992,3,92,Measles (MCV) immunization coverage among 1-year-olds (%)
Argentina,1993,3,95,Measles (MCV) immunization coverage among 1-year-olds (%)
Argentina,1994,3,96,Measles (MCV) immunization coverage among 1-year-olds (%)
Argentina,2004,3,99,Measles (MCV) immunization coverage among 1-year-olds (%)
Argentina,2008,3,96,Measles (MCV) immunization coverage among 1-year-olds (%)
Argentina,2009,3,99,Measles (MCV) immunization coverage among 1-year-olds (%)
Argentina,2012,3,94,Measles (MCV) immunization coverage among 1-year-olds (%)
Armenia,1992,2,93,Measles (MCV) immunization coverage among 1-year-olds (%)
Armenia,1995,2,96,Measles (MCV) immunization coverage among 1-year-olds (%)
Armenia,1996,2,89,Measles (MCV) immunization coverage among 1-year-olds (%)
Armenia,1999,2,92,Measles (MCV) immunization coverage among 1-year-olds (%)
Armenia,2002,2,91,Measles (MCV) immunization coverage among 1-year-olds (%)
Armenia,2003,2,94,Measles (MCV) immunization coverage among 1-year-olds (%)
Armenia,2006,2,92,Measles (MCV) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1987,4,89,Measles (MCV) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1990,4,89,Measles (MCV) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1991,4,87,Measles (MCV) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1994,4,91,Measles (MCV) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1997,4,93,Measles (MCV) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2006,4,99,Measles (MCV) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2008,4,99,Measles (MCV) immunization coverage among 1-year-olds (%)
Australia,1990,4,86,Measles (MCV) immunization coverage among 1-year-olds (%)
Australia,1993,4,86,Measles (MCV) immunization coverage among 1-year-olds (%)
Australia,1994,4,86,Measles (MCV) immunization coverage among 1-year-olds (%)
Australia,1996,4,87,Measles (MCV) immunization coverage among 1-year-olds (%)
Australia,2010,4,94,Measles (MCV) immunization coverage among 1-year-olds (%)
Australia,2011,4,94,Measles (MCV) immunization coverage among 1-year-olds (%)
Austria,1981,4,25,Measles (MCV) immunization coverage among 1-year-olds (%)
Austria,1982,4,25,Measles (MCV) immunization coverage among 1-year-olds (%)
Austria,1984,4,30,Measles (MCV) immunization coverage among 1-year-olds (%)
Austria,1996,4,87,Measles (MCV) immunization coverage among 1-year-olds (%)
Austria,1998,4,78,Measles (MCV) immunization coverage among 1-year-olds (%)
Austria,1999,4,65,Measles (MCV) immunization coverage among 1-year-olds (%)
Austria,2002,4,78,Measles (MCV) immunization coverage among 1-year-olds (%)
Austria,2003,4,79,Measles (MCV) immunization coverage among 1-year-olds (%)
Azerbaijan,1999,2,68,Measles (MCV) immunization coverage among 1-year-olds (%)
Azerbaijan,2002,2,66,Measles (MCV) immunization coverage among 1-year-olds (%)
Azerbaijan,2003,2,67,Measles (MCV) immunization coverage among 1-year-olds (%)
Azerbaijan,2006,2,65,Measles (MCV) immunization coverage among 1-year-olds (%)
Azerbaijan,2007,2,66,Measles (MCV) immunization coverage among 1-year-olds (%)
Azerbaijan,2009,2,67,Measles (MCV) immunization coverage among 1-year-olds (%)
Azerbaijan,2010,2,67,Measles (MCV) immunization coverage among 1-year-olds (%)
Burundi,1994,1,42,Measles (MCV) immunization coverage among 1-year-olds (%)
Burundi,1996,1,79,Measles (MCV) immunization coverage among 1-year-olds (%)
Burundi,2003,1,76,Measles (MCV) immunization coverage among 1-year-olds (%)
Burundi,2005,1,87,Measles (MCV) immunization coverage among 1-year-olds (%)
Burundi,2010,1,92,Measles (MCV) immunization coverage among 1-year-olds (%)
Burundi,2012,1,93,Measles (MCV) immunization coverage among 1-year-olds (%)
Belgium,1986,4,90,Measles (MCV) immunization coverage among 1-year-olds (%)
Belgium,1988,4,75,Measles (MCV) immunization coverage among 1-year-olds (%)
Belgium,1995,4,85,Measles (MCV) immunization coverage among 1-year-olds (%)
Belgium,1997,4,76,Measles (MCV) immunization coverage among 1-year-olds (%)
Belgium,2002,4,82,Measles (MCV) immunization coverage among 1-year-olds (%)
Belgium,2004,4,82,Measles (MCV) immunization coverage among 1-year-olds (%)
Belgium,2011,4,95,Measles (MCV) immunization coverage among 1-year-olds (%)
Benin,1980,1,0,Measles (MCV) immunization coverage among 1-year-olds (%)
Benin,1987,1,26,Measles (MCV) immunization coverage among 1-year-olds (%)
Benin,1989,1,48,Measles (MCV) immunization coverage among 1-year-olds (%)
Benin,1994,1,78,Measles (MCV) immunization coverage among 1-year-olds (%)
Benin,1996,1,60,Measles (MCV) immunization coverage among 1-year-olds (%)
Benin,2003,1,65,Measles (MCV) immunization coverage among 1-year-olds (%)
Benin,2005,1,61,Measles (MCV) immunization coverage among 1-year-olds (%)
Benin,2012,1,72,Measles (MCV) immunization coverage among 1-year-olds (%)
Burkina Faso,1981,1,0,Measles (MCV) immunization coverage among 1-year-olds (%)
Burkina Faso,1986,1,40,Measles (MCV) immunization coverage among 1-year-olds (%)
Burkina Faso,1988,1,52,Measles (MCV) immunization coverage among 1-year-olds (%)
Burkina Faso,1990,1,79,Measles (MCV) immunization coverage among 1-year-olds (%)
Burkina Faso,1995,1,43,Measles (MCV) immunization coverage among 1-year-olds (%)
Burkina Faso,1997,1,41,Measles (MCV) immunization coverage among 1-year-olds (%)
Burkina Faso,2004,1,78,Measles (MCV) immunization coverage among 1-year-olds (%)
Burkina Faso,2006,1,88,Measles (MCV) immunization coverage among 1-year-olds (%)
Burkina Faso,2011,1,89,Measles (MCV) immunization coverage among 1-year-olds (%)
Bangladesh,1980,1,0,Measles (MCV) immunization coverage among 1-year-olds (%)
Bangladesh,1982,1,1,Measles (MCV) immunization coverage among 1-year-olds (%)
Bangladesh,1987,1,6,Measles (MCV) immunization coverage among 1-year-olds (%)
Bangladesh,1989,1,53,Measles (MCV) immunization coverage among 1-year-olds (%)
Bangladesh,1996,1,69,Measles (MCV) immunization coverage among 1-year-olds (%)
Bangladesh,1998,1,72,Measles (MCV) immunization coverage among 1-year-olds (%)
Bangladesh,2005,1,94,Measles (MCV) immunization coverage among 1-year-olds (%)
Bangladesh,2007,1,95,Measles (MCV) immunization coverage among 1-year-olds (%)
Bangladesh,2012,1,96,Measles (MCV) immunization coverage among 1-year-olds (%)
Bulgaria,1981,3,98,Measles (MCV) immunization coverage among 1-year-olds (%)
Bulgaria,1988,3,99,Measles (MCV) immunization coverage among 1-year-olds (%)
Bulgaria,1990,3,99,Measles (MCV) immunization coverage among 1-year-olds (%)
Bulgaria,1997,3,93,Measles (MCV) immunization coverage among 1-year-olds (%)
Bulgaria,1999,3,96,Measles (MCV) immunization coverage among 1-year-olds (%)
Bulgaria,2004,3,95,Measles (MCV) immunization coverage among 1-year-olds (%)
Bulgaria,2006,3,96,Measles (MCV) immunization coverage among 1-year-olds (%)
Bahrain,1980,4,45,Measles (MCV) immunization coverage among 1-year-olds (%)
Bahrain,1982,4,54,Measles (MCV) immunization coverage among 1-year-olds (%)
Bahrain,1989,4,85,Measles (MCV) immunization coverage among 1-year-olds (%)
Bahrain,1991,4,88,Measles (MCV) immunization coverage among 1-year-olds (%)
Bahrain,1996,4,95,Measles (MCV) immunization coverage among 1-year-olds (%)
Bahrain,1998,4,99,Measles (MCV) immunization coverage among 1-year-olds (%)
Bahrain,2005,4,99,Measles (MCV) immunization coverage among 1-year-olds (%)
Bahrain,2007,4,99,Measles (MCV) immunization coverage among 1-year-olds (%)
Afghanistan,1982,1,8,Measles (MCV) immunization coverage among 1-year-olds (%)
Afghanistan,1983,1,9,Measles (MCV) immunization coverage among 1-year-olds (%)
Afghanistan,1984,1,14,Measles (MCV) immunization coverage among 1-year-olds (%)
Afghanistan,1985,1,14,Measles (MCV) immunization coverage among 1-year-olds (%)
Afghanistan,1986,1,14,Measles (MCV) immunization coverage among 1-year-olds (%)
Afghanistan,1999,1,31,Measles (MCV) immunization coverage among 1-year-olds (%)
Afghanistan,2000,1,27,Measles (MCV) immunization coverage among 1-year-olds (%)
Afghanistan,2001,1,37,Measles (MCV) immunization coverage among 1-year-olds (%)
Afghanistan,2002,1,35,Measles (MCV) immunization coverage among 1-year-olds (%)
Angola,1983,2,26,Measles (MCV) immunization coverage among 1-year-olds (%)
Angola,1984,2,35,Measles (MCV) immunization coverage among 1-year-olds (%)
Angola,1985,2,44,Measles (MCV) immunization coverage among 1-year-olds (%)
Angola,1986,2,44,Measles (MCV) immunization coverage among 1-year-olds (%)
Angola,2000,2,41,Measles (MCV) immunization coverage among 1-year-olds (%)
Angola,2001,2,72,Measles (MCV) immunization coverage among 1-year-olds (%)
Angola,2002,2,74,Measles (MCV) immunization coverage among 1-year-olds (%)
Angola,2003,2,62,Measles (MCV) immunization coverage among 1-year-olds (%)
Albania,1983,2,96,Measles (MCV) immunization coverage among 1-year-olds (%)
Albania,1984,2,96,Measles (MCV) immunization coverage among 1-year-olds (%)
Albania,1985,2,96,Measles (MCV) immunization coverage among 1-year-olds (%)
Albania,1986,2,96,Measles (MCV) immunization coverage among 1-year-olds (%)
Albania,2000,2,95,Measles (MCV) immunization coverage among 1-year-olds (%)
Albania,2001,2,95,Measles (MCV) immunization coverage among 1-year-olds (%)
Albania,2002,2,96,Measles (MCV) immunization coverage among 1-year-olds (%)
Albania,2003,2,93,Measles (MCV) immunization coverage among 1-year-olds (%)
Andorra,2001,4,97,Measles (MCV) immunization coverage among 1-year-olds (%)
Andorra,2002,4,98,Measles (MCV) immunization coverage among 1-year-olds (%)
Andorra,2003,4,96,Measles (MCV) immunization coverage among 1-year-olds (%)
Andorra,2004,4,98,Measles (MCV) immunization coverage among 1-year-olds (%)
United Arab Emirates,1984,4,53,Measles (MCV) immunization coverage among 1-year-olds (%)
United Arab Emirates,1985,4,60,Measles (MCV) immunization coverage among 1-year-olds (%)
United Arab Emirates,1986,4,67,Measles (MCV) immunization coverage among 1-year-olds (%)
United Arab Emirates,1987,4,71,Measles (MCV) immunization coverage among 1-year-olds (%)
United Arab Emirates,1988,4,74,Measles (MCV) immunization coverage among 1-year-olds (%)
United Arab Emirates,2001,4,94,Measles (MCV) immunization coverage among 1-year-olds (%)
United Arab Emirates,2002,4,94,Measles (MCV) immunization coverage among 1-year-olds (%)
United Arab Emirates,2003,4,94,Measles (MCV) immunization coverage among 1-year-olds (%)
United Arab Emirates,2004,4,94,Measles (MCV) immunization coverage among 1-year-olds (%)
Argentina,1985,3,54,Measles (MCV) immunization coverage among 1-year-olds (%)
Argentina,1986,3,87,Measles (MCV) immunization coverage among 1-year-olds (%)
Argentina,1987,3,80,Measles (MCV) immunization coverage among 1-year-olds (%)
Argentina,1988,3,87,Measles (MCV) immunization coverage among 1-year-olds (%)
Argentina,1995,3,99,Measles (MCV) immunization coverage among 1-year-olds (%)
Argentina,1996,3,99,Measles (MCV) immunization coverage among 1-year-olds (%)
Argentina,2002,3,95,Measles (MCV) immunization coverage among 1-year-olds (%)
Argentina,2003,3,97,Measles (MCV) immunization coverage among 1-year-olds (%)
Argentina,2010,3,98,Measles (MCV) immunization coverage among 1-year-olds (%)
Argentina,2011,3,95,Measles (MCV) immunization coverage among 1-year-olds (%)
Armenia,1997,2,92,Measles (MCV) immunization coverage among 1-year-olds (%)
Armenia,1998,2,94,Measles (MCV) immunization coverage among 1-year-olds (%)
Armenia,2004,2,92,Measles (MCV) immunization coverage among 1-year-olds (%)
Armenia,2005,2,94,Measles (MCV) immunization coverage among 1-year-olds (%)
Armenia,2011,2,97,Measles (MCV) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1985,4,69,Measles (MCV) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1986,4,80,Measles (MCV) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1992,4,99,Measles (MCV) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1993,4,99,Measles (MCV) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1999,4,99,Measles (MCV) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2000,4,95,Measles (MCV) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2007,4,99,Measles (MCV) immunization coverage among 1-year-olds (%)
Australia,1981,4,0,Measles (MCV) immunization coverage among 1-year-olds (%)
Australia,1987,4,68,Measles (MCV) immunization coverage among 1-year-olds (%)
Australia,1988,4,77,Measles (MCV) immunization coverage among 1-year-olds (%)
Australia,1989,4,85,Measles (MCV) immunization coverage among 1-year-olds (%)
Australia,1995,4,87,Measles (MCV) immunization coverage among 1-year-olds (%)
Australia,2002,4,93,Measles (MCV) immunization coverage among 1-year-olds (%)
Australia,2008,4,94,Measles (MCV) immunization coverage among 1-year-olds (%)
Australia,2009,4,94,Measles (MCV) immunization coverage among 1-year-olds (%)
Austria,1983,4,25,Measles (MCV) immunization coverage among 1-year-olds (%)
Austria,1990,4,60,Measles (MCV) immunization coverage among 1-year-olds (%)
Austria,1997,4,90,Measles (MCV) immunization coverage among 1-year-olds (%)
Austria,2004,4,74,Measles (MCV) immunization coverage among 1-year-olds (%)
Austria,2005,4,75,Measles (MCV) immunization coverage among 1-year-olds (%)
Austria,2011,4,76,Measles (MCV) immunization coverage among 1-year-olds (%)
Azerbaijan,1997,2,66,Measles (MCV) immunization coverage among 1-year-olds (%)
Azerbaijan,1998,2,67,Measles (MCV) immunization coverage among 1-year-olds (%)
Azerbaijan,2004,2,67,Measles (MCV) immunization coverage among 1-year-olds (%)
Azerbaijan,2005,2,67,Measles (MCV) immunization coverage among 1-year-olds (%)
Azerbaijan,2011,2,67,Measles (MCV) immunization coverage among 1-year-olds (%)
Azerbaijan,2012,2,66,Measles (MCV) immunization coverage among 1-year-olds (%)
Burundi,1985,1,32,Measles (MCV) immunization coverage among 1-year-olds (%)
Burundi,1986,1,59,Measles (MCV) immunization coverage among 1-year-olds (%)
Burundi,1998,1,68,Measles (MCV) immunization coverage among 1-year-olds (%)
Burundi,1999,1,70,Measles (MCV) immunization coverage among 1-year-olds (%)
Burundi,2000,1,72,Measles (MCV) immunization coverage among 1-year-olds (%)
Burundi,2001,1,73,Measles (MCV) immunization coverage among 1-year-olds (%)
Belgium,1981,4,50,Measles (MCV) immunization coverage among 1-year-olds (%)
Belgium,1982,4,58,Measles (MCV) immunization coverage among 1-year-olds (%)
Belgium,1983,4,66,Measles (MCV) immunization coverage among 1-year-olds (%)
Belgium,1984,4,74,Measles (MCV) immunization coverage among 1-year-olds (%)
Belgium,1985,4,82,Measles (MCV) immunization coverage among 1-year-olds (%)
Belgium,1998,4,80,Measles (MCV) immunization coverage among 1-year-olds (%)
Belgium,1999,4,82,Measles (MCV) immunization coverage among 1-year-olds (%)
Belgium,2000,4,82,Measles (MCV) immunization coverage among 1-year-olds (%)
Belgium,2001,4,82,Measles (MCV) immunization coverage among 1-year-olds (%)
Benin,1982,1,0,Measles (MCV) immunization coverage among 1-year-olds (%)
Benin,1983,1,0,Measles (MCV) immunization coverage among 1-year-olds (%)
Benin,1984,1,0,Measles (MCV) immunization coverage among 1-year-olds (%)
Benin,1985,1,23,Measles (MCV) immunization coverage among 1-year-olds (%)
Benin,1998,1,67,Measles (MCV) immunization coverage among 1-year-olds (%)
Benin,1999,1,69,Measles (MCV) immunization coverage among 1-year-olds (%)
Benin,2000,1,70,Measles (MCV) immunization coverage among 1-year-olds (%)
Benin,2001,1,68,Measles (MCV) immunization coverage among 1-year-olds (%)
Benin,2002,1,66,Measles (MCV) immunization coverage among 1-year-olds (%)
Burkina Faso,1982,1,0,Measles (MCV) immunization coverage among 1-year-olds (%)
Burkina Faso,1983,1,0,Measles (MCV) immunization coverage among 1-year-olds (%)
Burkina Faso,1984,1,0,Measles (MCV) immunization coverage among 1-year-olds (%)
Burkina Faso,1985,1,38,Measles (MCV) immunization coverage among 1-year-olds (%)
Burkina Faso,1999,1,36,Measles (MCV) immunization coverage among 1-year-olds (%)
Burkina Faso,2000,1,48,Measles (MCV) immunization coverage among 1-year-olds (%)
Burkina Faso,2001,1,63,Measles (MCV) immunization coverage among 1-year-olds (%)
Burkina Faso,2002,1,64,Measles (MCV) immunization coverage among 1-year-olds (%)
Bangladesh,1983,1,1,Measles (MCV) immunization coverage among 1-year-olds (%)
Bangladesh,1984,1,1,Measles (MCV) immunization coverage among 1-year-olds (%)
Bangladesh,1985,1,1,Measles (MCV) immunization coverage among 1-year-olds (%)
Bangladesh,1986,1,3,Measles (MCV) immunization coverage among 1-year-olds (%)
Bangladesh,1999,1,71,Measles (MCV) immunization coverage among 1-year-olds (%)
Bangladesh,2000,1,72,Measles (MCV) immunization coverage among 1-year-olds (%)
Bangladesh,2001,1,77,Measles (MCV) immunization coverage among 1-year-olds (%)
Bangladesh,2002,1,65,Measles (MCV) immunization coverage among 1-year-olds (%)
Bangladesh,2003,1,69,Measles (MCV) immunization coverage among 1-year-olds (%)
Bulgaria,1983,3,98,Measles (MCV) immunization coverage among 1-year-olds (%)
Bulgaria,1984,3,98,Measles (MCV) immunization coverage among 1-year-olds (%)
Bulgaria,1985,3,99,Measles (MCV) immunization coverage among 1-year-olds (%)
Bulgaria,1986,3,99,Measles (MCV) immunization coverage among 1-year-olds (%)
Bulgaria,2000,3,89,Measles (MCV) immunization coverage among 1-year-olds (%)
Bulgaria,2001,3,90,Measles (MCV) immunization coverage among 1-year-olds (%)
Bulgaria,2002,3,92,Measles (MCV) immunization coverage among 1-year-olds (%)
Bulgaria,2003,3,96,Measles (MCV) immunization coverage among 1-year-olds (%)
Bahrain,1983,4,59,Measles (MCV) immunization coverage among 1-year-olds (%)
Bahrain,1984,4,65,Measles (MCV) immunization coverage among 1-year-olds (%)
Bahrain,1985,4,78,Measles (MCV) immunization coverage among 1-year-olds (%)
Bahrain,1986,4,78,Measles (MCV) immunization coverage among 1-year-olds (%)
Bahrain,1987,4,78,Measles (MCV) immunization coverage among 1-year-olds (%)
Bahrain,2000,4,98,Measles (MCV) immunization coverage among 1-year-olds (%)
Bahrain,2001,4,98,Measles (MCV) immunization coverage among 1-year-olds (%)
Bahrain,2002,4,99,Measles (MCV) immunization coverage among 1-year-olds (%)
Bahrain,2003,4,99,Measles (MCV) immunization coverage among 1-year-olds (%)
Bahamas,1984,4,63,Measles (MCV) immunization coverage among 1-year-olds (%)
Bahamas,1985,4,79,Measles (MCV) immunization coverage among 1-year-olds (%)
Afghanistan,1980,1,11,Measles (MCV) immunization coverage among 1-year-olds (%)
Afghanistan,1987,1,31,Measles (MCV) immunization coverage among 1-year-olds (%)
Afghanistan,1989,1,22,Measles (MCV) immunization coverage among 1-year-olds (%)
Afghanistan,1996,1,42,Measles (MCV) immunization coverage among 1-year-olds (%)
Afghanistan,1998,1,31,Measles (MCV) immunization coverage among 1-year-olds (%)
Afghanistan,2003,1,39,Measles (MCV) immunization coverage among 1-year-olds (%)
Afghanistan,2005,1,50,Measles (MCV) immunization coverage among 1-year-olds (%)
Afghanistan,2012,1,68,Measles (MCV) immunization coverage among 1-year-olds (%)
Angola,1981,2,0,Measles (MCV) immunization coverage among 1-year-olds (%)
Angola,1988,2,56,Measles (MCV) immunization coverage among 1-year-olds (%)
Angola,1990,2,38,Measles (MCV) immunization coverage among 1-year-olds (%)
Angola,1995,2,46,Measles (MCV) immunization coverage among 1-year-olds (%)
Angola,1997,2,78,Measles (MCV) immunization coverage among 1-year-olds (%)
Angola,1999,2,46,Measles (MCV) immunization coverage among 1-year-olds (%)
Angola,2004,2,64,Measles (MCV) immunization coverage among 1-year-olds (%)
Angola,2006,2,48,Measles (MCV) immunization coverage among 1-year-olds (%)
Albania,1980,2,90,Measles (MCV) immunization coverage among 1-year-olds (%)
Albania,1982,2,93,Measles (MCV) immunization coverage among 1-year-olds (%)
Albania,1987,2,96,Measles (MCV) immunization coverage among 1-year-olds (%)
Albania,1989,2,96,Measles (MCV) immunization coverage among 1-year-olds (%)
Albania,1991,2,80,Measles (MCV) immunization coverage among 1-year-olds (%)
Albania,1996,2,92,Measles (MCV) immunization coverage among 1-year-olds (%)
Albania,1998,2,89,Measles (MCV) immunization coverage among 1-year-olds (%)
Albania,2005,2,97,Measles (MCV) immunization coverage among 1-year-olds (%)
Albania,2007,2,97,Measles (MCV) immunization coverage among 1-year-olds (%)
Albania,2012,2,99,Measles (MCV) immunization coverage among 1-year-olds (%)
Andorra,1998,4,90,Measles (MCV) immunization coverage among 1-year-olds (%)
Andorra,2000,4,97,Measles (MCV) immunization coverage among 1-year-olds (%)
Andorra,2005,4,94,Measles (MCV) immunization coverage among 1-year-olds (%)
Andorra,2007,4,94,Measles (MCV) immunization coverage among 1-year-olds (%)
United Arab Emirates,1981,4,42,Measles (MCV) immunization coverage among 1-year-olds (%)
United Arab Emirates,1983,4,51,Measles (MCV) immunization coverage among 1-year-olds (%)
United Arab Emirates,1990,4,80,Measles (MCV) immunization coverage among 1-year-olds (%)
United Arab Emirates,1992,4,85,Measles (MCV) immunization coverage among 1-year-olds (%)
United Arab Emirates,1997,4,95,Measles (MCV) immunization coverage among 1-year-olds (%)
United Arab Emirates,1999,4,96,Measles (MCV) immunization coverage among 1-year-olds (%)
United Arab Emirates,2006,4,92,Measles (MCV) immunization coverage among 1-year-olds (%)
