Country,Year,WORLDBANKINCOMEGROUPCODE,Numeric_Value,Indicator
Angola,2002,2,42,Polio (Pol3) immunization coverage among 1-year-olds (%)
Angola,2003,2,45,Polio (Pol3) immunization coverage among 1-year-olds (%)
Angola,2004,2,46,Polio (Pol3) immunization coverage among 1-year-olds (%)
Angola,2005,2,46,Polio (Pol3) immunization coverage among 1-year-olds (%)
Angola,2006,2,44,Polio (Pol3) immunization coverage among 1-year-olds (%)
Angola,2007,2,83,Polio (Pol3) immunization coverage among 1-year-olds (%)
Angola,2008,2,75,Polio (Pol3) immunization coverage among 1-year-olds (%)
Angola,2009,2,73,Polio (Pol3) immunization coverage among 1-year-olds (%)
Angola,2010,2,92,Polio (Pol3) immunization coverage among 1-year-olds (%)
Angola,2011,2,85,Polio (Pol3) immunization coverage among 1-year-olds (%)
Angola,2012,2,88,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,1980,2,92,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,1981,2,92,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,1982,2,92,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,1983,2,92,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,1984,2,92,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,1985,2,94,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,1986,2,94,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,1987,2,94,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,1988,2,96,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,1989,2,96,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,1990,2,89,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,1991,2,82,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,1992,2,97,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,1993,2,98,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,1994,2,98,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,1995,2,98,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,1996,2,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,1997,2,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,1998,2,97,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,1999,2,97,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,2000,2,97,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,2001,2,97,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,2002,2,98,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,2003,2,97,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,2004,2,98,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,2005,2,97,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,2006,2,97,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,2007,2,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,2008,2,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,2009,2,98,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,2010,2,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,2011,2,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Albania,2012,2,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Andorra,1997,4,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
Andorra,1998,4,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
Andorra,1999,4,95,Polio (Pol3) immunization coverage among 1-year-olds (%)
Andorra,2000,4,95,Polio (Pol3) immunization coverage among 1-year-olds (%)
Andorra,2001,4,95,Polio (Pol3) immunization coverage among 1-year-olds (%)
Andorra,2002,4,95,Polio (Pol3) immunization coverage among 1-year-olds (%)
Andorra,2003,4,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Andorra,2004,4,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Andorra,2005,4,98,Polio (Pol3) immunization coverage among 1-year-olds (%)
Andorra,2006,4,93,Polio (Pol3) immunization coverage among 1-year-olds (%)
Andorra,2007,4,96,Polio (Pol3) immunization coverage among 1-year-olds (%)
Andorra,2008,4,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Andorra,2009,4,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Andorra,2010,4,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Andorra,2011,4,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Andorra,2012,4,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1980,4,11,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1981,4,45,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1982,4,46,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1983,4,50,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1984,4,59,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1985,4,74,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1986,4,77,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1987,4,80,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1988,4,82,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1989,4,85,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1990,4,85,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1991,4,85,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1992,4,86,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1993,4,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1994,4,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1995,4,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1996,4,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1997,4,92,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1998,4,94,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,1999,4,94,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,2000,4,94,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,2001,4,94,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,2002,4,94,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,2003,4,94,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,2004,4,94,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,2005,4,94,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,2006,4,94,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,2007,4,94,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,2008,4,94,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,2009,4,94,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,2010,4,94,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,2011,4,94,Polio (Pol3) immunization coverage among 1-year-olds (%)
United Arab Emirates,2012,4,94,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,1980,3,33,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,1981,3,40,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,1982,3,48,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,1983,3,79,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,1984,3,72,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,1985,3,73,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,1986,3,79,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,1987,3,85,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,1988,3,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,1989,3,86,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,1990,3,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,1991,3,86,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,1992,3,85,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,1993,3,82,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,1994,3,85,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,1995,3,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,1996,3,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,1997,3,92,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,1998,3,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,1999,3,91,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,2000,3,88,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,2001,3,85,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,2002,3,94,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,2003,3,95,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,2004,3,91,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,2005,3,95,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,2006,3,92,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,2007,3,92,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,2008,3,94,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,2009,3,97,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,2010,3,95,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,2011,3,93,Polio (Pol3) immunization coverage among 1-year-olds (%)
Argentina,2012,3,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
Armenia,1992,2,92,Polio (Pol3) immunization coverage among 1-year-olds (%)
Armenia,1993,2,92,Polio (Pol3) immunization coverage among 1-year-olds (%)
Armenia,1994,2,92,Polio (Pol3) immunization coverage among 1-year-olds (%)
Armenia,1995,2,93,Polio (Pol3) immunization coverage among 1-year-olds (%)
Armenia,1996,2,97,Polio (Pol3) immunization coverage among 1-year-olds (%)
Armenia,1997,2,95,Polio (Pol3) immunization coverage among 1-year-olds (%)
Armenia,1998,2,96,Polio (Pol3) immunization coverage among 1-year-olds (%)
Armenia,1999,2,97,Polio (Pol3) immunization coverage among 1-year-olds (%)
Armenia,2000,2,96,Polio (Pol3) immunization coverage among 1-year-olds (%)
Armenia,2001,2,97,Polio (Pol3) immunization coverage among 1-year-olds (%)
Armenia,2002,2,96,Polio (Pol3) immunization coverage among 1-year-olds (%)
Armenia,2003,2,96,Polio (Pol3) immunization coverage among 1-year-olds (%)
Armenia,2004,2,93,Polio (Pol3) immunization coverage among 1-year-olds (%)
Armenia,2005,2,92,Polio (Pol3) immunization coverage among 1-year-olds (%)
Armenia,2006,2,87,Polio (Pol3) immunization coverage among 1-year-olds (%)
Armenia,2007,2,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
Armenia,2008,2,91,Polio (Pol3) immunization coverage among 1-year-olds (%)
Armenia,2009,2,94,Polio (Pol3) immunization coverage among 1-year-olds (%)
Armenia,2010,2,96,Polio (Pol3) immunization coverage among 1-year-olds (%)
Armenia,2011,2,96,Polio (Pol3) immunization coverage among 1-year-olds (%)
Armenia,2012,2,96,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1980,4,36,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1981,4,47,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1982,4,86,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1983,4,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1984,4,93,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1985,4,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1986,4,96,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1987,4,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1988,4,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1989,4,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1990,4,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1991,4,97,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1992,4,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1993,4,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1994,4,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1995,4,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1996,4,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1997,4,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1998,4,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,1999,4,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2000,4,96,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2001,4,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2002,4,93,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2003,4,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2004,4,97,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2005,4,98,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2006,4,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2007,4,98,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2008,4,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2009,4,98,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2010,4,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2011,4,99,Polio (Pol3) immunization coverage among 1-year-olds (%)
Antigua and Barbuda,2012,4,97,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,1980,4,17,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,1981,4,43,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,1982,4,68,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,1983,4,94,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,1984,4,94,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,1985,4,94,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,1986,4,95,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,1987,4,95,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,1988,4,95,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,1989,4,95,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,1990,4,72,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,1991,4,75,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,1992,4,78,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,1993,4,80,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,1994,4,83,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,1995,4,86,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,1996,4,86,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,1997,4,77,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,1998,4,83,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,1999,4,88,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,2000,4,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,2001,4,91,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,2002,4,92,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,2003,4,93,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,2004,4,92,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,2005,4,92,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,2006,4,92,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,2007,4,92,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,2008,4,92,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,2009,4,92,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,2010,4,92,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,2011,4,92,Polio (Pol3) immunization coverage among 1-year-olds (%)
Australia,2012,4,92,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,1980,4,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,1981,4,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,1982,4,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,1983,4,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,1984,4,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,1985,4,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,1986,4,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,1987,4,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,1988,4,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,1989,4,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,1990,4,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,1991,4,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,1992,4,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,1993,4,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,1994,4,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,1995,4,90,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,1996,4,95,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,1997,4,95,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,1998,4,87,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,1999,4,79,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,2000,4,71,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,2001,4,83,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,2002,4,82,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,2003,4,84,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,2004,4,83,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,2005,4,86,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,2006,4,83,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,2007,4,85,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,2008,4,83,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,2009,4,83,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,2010,4,83,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,2011,4,83,Polio (Pol3) immunization coverage among 1-year-olds (%)
Austria,2012,4,83,Polio (Pol3) immunization coverage among 1-year-olds (%)
Azerbaijan,1992,2,63,Polio (Pol3) immunization coverage among 1-year-olds (%)
Azerbaijan,1993,2,69,Polio (Pol3) immunization coverage among 1-year-olds (%)
Azerbaijan,1994,2,68,Polio (Pol3) immunization coverage among 1-year-olds (%)
Azerbaijan,1995,2,71,Polio (Pol3) immunization coverage among 1-year-olds (%)
Azerbaijan,1996,2,72,Polio (Pol3) immunization coverage among 1-year-olds (%)
Azerbaijan,1997,2,73,Polio (Pol3) immunization coverage among 1-year-olds (%)
Azerbaijan,1998,2,74,Polio (Pol3) immunization coverage among 1-year-olds (%)
Azerbaijan,1999,2,76,Polio (Pol3) immunization coverage among 1-year-olds (%)
Azerbaijan,2000,2,75,Polio (Pol3) immunization coverage among 1-year-olds (%)
Azerbaijan,2001,2,77,Polio (Pol3) immunization coverage among 1-year-olds (%)
Azerbaijan,2002,2,80,Polio (Pol3) immunization coverage among 1-year-olds (%)
Azerbaijan,2003,2,79,Polio (Pol3) immunization coverage among 1-year-olds (%)
Azerbaijan,2004,2,78,Polio (Pol3) immunization coverage among 1-year-olds (%)
Azerbaijan,2005,2,79,Polio (Pol3) immunization coverage among 1-year-olds (%)
Azerbaijan,2006,2,79,Polio (Pol3) immunization coverage among 1-year-olds (%)
Azerbaijan,2007,2,79,Polio (Pol3) immunization coverage among 1-year-olds (%)
Azerbaijan,2008,2,80,Polio (Pol3) immunization coverage among 1-year-olds (%)
Azerbaijan,2009,2,78,Polio (Pol3) immunization coverage among 1-year-olds (%)
Azerbaijan,2010,2,78,Polio (Pol3) immunization coverage among 1-year-olds (%)
Azerbaijan,2011,2,80,Polio (Pol3) immunization coverage among 1-year-olds (%)
Azerbaijan,2012,2,78,Polio (Pol3) immunization coverage among 1-year-olds (%)
Burundi,1980,1,0,Polio (Pol3) immunization coverage among 1-year-olds (%)
Burundi,1981,1,39,Polio (Pol3) immunization coverage among 1-year-olds (%)
Burundi,1982,1,43,Polio (Pol3) immunization coverage among 1-year-olds (%)
Burundi,1983,1,35,Polio (Pol3) immunization coverage among 1-year-olds (%)
Burundi,1984,1,21,Polio (Pol3) immunization coverage among 1-year-olds (%)
Burundi,1985,1,58,Polio (Pol3) immunization coverage among 1-year-olds (%)
Burundi,1986,1,56,Polio (Pol3) immunization coverage among 1-year-olds (%)
Burundi,1987,1,71,Polio (Pol3) immunization coverage among 1-year-olds (%)
Burundi,1988,1,51,Polio (Pol3) immunization coverage among 1-year-olds (%)
Burundi,1989,1,86,Polio (Pol3) immunization coverage among 1-year-olds (%)
Burundi,1990,1,97,Polio (Pol3) immunization coverage among 1-year-olds (%)
Burundi,1991,1,89,Polio (Pol3) immunization coverage among 1-year-olds (%)
Burundi,1992,1,81,Polio (Pol3) immunization coverage among 1-year-olds (%)
Burundi,1993,1,64,Polio (Pol3) immunization coverage among 1-year-olds (%)
Burundi,1994,1,49,Polio (Pol3) immunization coverage among 1-year-olds (%)
Burundi,1995,1,73,Polio (Pol3) immunization coverage among 1-year-olds (%)
Burundi,1996,1,72,Polio (Pol3) immunization coverage among 1-year-olds (%)
Burundi,1997,1,69,Polio (Pol3) immunization coverage among 1-year-olds (%)
Burundi,1998,1,61,Polio (Pol3) immunization coverage among 1-year-olds (%)
Burundi,1999,1,70,Polio (Pol3) immunization coverage among 1-year-olds (%)
Burundi,2000,1,71,Polio (Pol3) immunization coverage among 1-year-olds (%)
Burundi,2001,1,72,Polio (Pol3) immunization coverage among 1-year-olds (%)
Burundi,2002,1,74,Polio (Pol3) immunization coverage among 1-year-olds (%)
Burundi,2003,1,75,Polio (Pol3) immunization coverage among 1-year-olds (%)
Burundi,2004,1,76,Polio (Pol3) immunization coverage among 1-year-olds (%)
Burundi,2005,1,82,Polio (Pol3) immunization coverage among 1-year-olds (%)
